applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,defaulted
A301447,43,160600.0,5.9,11200,24,690.0,0.243,0,OWN,home_improvement,0
A301074,51,139600.0,8.2,22800,60,771.0,0.237,1,RENT,debt_consolidation,1
A301185,32,78800.0,8.0,14900,36,723.0,0.303,1,OWN,home_improvement,1
A301516,54,90400.0,5.9,26700,48,724.0,0.114,0,MORTGAGE,major_purchase,0
A301088,37,63600.0,6.2,12000,36,770.0,0.309,1,MORTGAGE,major_purchase,0
A301195,47,54400.0,2.0,15600,48,748.0,0.162,1,RENT,major_purchase,0
A300877,41,63500.0,8.4,25700,36,850.0,0.413,0,RENT,other,0
A300536,28,37700.0,2.4,15400,36,732.0,0.374,0,OWN,debt_consolidation,0
A300177,46,18000.0,5.5,14100,48,693.0,0.173,1,MORTGAGE,debt_consolidation,1
A300476,59,55400.0,1.0,16400,48,656.0,0.148,0,OWN,debt_consolidation,0
A300433,27,40300.0,4.5,18800,24,700.0,0.296,0,MORTGAGE,medical,0
A301471,43,30100.0,6.3,15400,36,632.0,0.198,1,MORTGAGE,other,0
A301059,32,41000.0,3.5,9900,48,,0.222,0,MORTGAGE,home_improvement,0
A300397,57,55900.0,4.4,30200,36,678.0,0.233,0,RENT,debt_consolidation,0
A300128,48,38500.0,6.8,13100,12,820.0,0.17,0,MORTGAGE,medical,0
A300394,26,35800.0,5.6,15700,24,756.0,0.127,1,RENT,home_improvement,0
A300860,40,63300.0,5.1,6200,36,599.0,0.416,3,MORTGAGE,debt_consolidation,1
A301164,58,111600.0,11.2,15700,36,629.0,0.294,0,RENT,major_purchase,0
A301118,63,105000.0,2.8,12900,60,646.0,0.387,0,RENT,debt_consolidation,0
A300633,31,63100.0,1.1,9900,36,720.0,0.593,0,MORTGAGE,medical,1
A300331,41,65800.0,2.8,4300,36,662.0,0.22,0,RENT,major_purchase,0
A300194,50,72100.0,5.4,22200,36,592.0,0.337,0,MORTGAGE,other,0
A301305,59,24600.0,3.6,12400,12,649.0,0.119,2,RENT,other,1
A300519,64,72100.0,8.2,14900,48,662.0,0.113,0,RENT,medical,0
A300086,59,135700.0,2.7,9900,36,751.0,0.303,0,MORTGAGE,other,0
A301244,60,44300.0,4.1,14900,36,742.0,0.226,0,RENT,debt_consolidation,0
A301499,33,121500.0,2.5,37000,60,645.0,0.372,1,MORTGAGE,home_improvement,0
A301294,28,44300.0,11.4,7800,36,583.0,0.063,0,RENT,home_improvement,0
A300863,21,48100.0,4.7,15100,48,665.0,0.216,0,MORTGAGE,other,1
A301192,47,87700.0,4.5,11000,36,653.0,0.318,0,OWN,major_purchase,0
A300826,48,64300.0,6.8,17000,24,761.0,0.196,1,MORTGAGE,home_improvement,0
A300216,52,53100.0,2.4,13800,24,837.0,0.149,0,RENT,debt_consolidation,0
A301172,62,65100.0,5.1,20600,60,644.0,0.318,0,OWN,debt_consolidation,0
A300104,49,53000.0,9.2,33500,36,651.0,0.308,0,MORTGAGE,home_improvement,1
A300556,23,54400.0,27.0,26900,24,750.0,0.02,0,MORTGAGE,other,0
A300526,68,113500.0,6.8,10900,12,,0.249,2,RENT,medical,1
A301247,67,124800.0,10.0,17500,36,637.0,0.433,1,RENT,home_improvement,0
A301581,36,91900.0,1.8,12400,36,,0.332,0,RENT,other,0
A301154,58,78200.0,6.8,44700,36,721.0,0.34,0,OWN,other,1
A301306,60,86300.0,7.2,18700,36,690.0,0.414,0,OWN,medical,0
A301189,34,25600.0,5.0,10500,36,692.0,0.401,0,RENT,other,1
A300512,50,107300.0,6.5,13600,60,850.0,0.143,3,MORTGAGE,major_purchase,0
A301372,28,31100.0,8.0,12500,60,714.0,0.306,0,OWN,other,0
A300458,65,36500.0,2.0,39400,36,546.0,0.269,1,MORTGAGE,home_improvement,1
A300674,51,,9.5,14200,48,583.0,0.542,0,RENT,debt_consolidation,1
A300933,29,56600.0,2.8,10500,24,517.0,0.436,0,RENT,other,1
A301347,48,48900.0,16.4,13000,24,713.0,0.398,0,RENT,home_improvement,0
A301463,42,67500.0,5.6,10600,48,754.0,0.304,0,MORTGAGE,debt_consolidation,0
A300189,44,42400.0,4.7,13300,24,730.0,0.319,2,OWN,medical,1
A300044,26,91100.0,2.4,9700,48,666.0,0.139,0,RENT,debt_consolidation,0
A300762,35,72400.0,4.7,11200,24,709.0,0.414,0,MORTGAGE,medical,0
A300202,40,62600.0,2.0,9300,48,663.0,0.303,0,rent,home_improvement,0
A300402,36,53500.0,6.5,11700,36,588.0,0.302,1,MORTGAGE,home_improvement,0
A301416,30,101200.0,8.2,20000,60,686.0,0.055,1,rent,other,1
A300954,69,22400.0,4.3,4900,24,,0.104,0,OWN,debt_consolidation,0
A301179,46,127900.0,2.8,15700,60,613.0,0.471,0,MORTGAGE,debt_consolidation,1
A300353,54,71000.0,3.8,12600,24,737.0,0.089,0,MORTGAGE,home_improvement,0
A300066,34,91000.0,0.6,10300,24,655.0,0.135,0,RENT,debt_consolidation,0
A300783,57,75800.0,14.1,21100,48,653.0,0.143,0,RENT,home_improvement,0
A301053,60,104700.0,4.1,18300,36,656.0,0.322,0,MORTGAGE,home_improvement,0
A300477,41,99800.0,1.5,23300,36,709.0,0.341,1,RENT,home_improvement,0
A300961,39,,2.1,33900,12,752.0,0.236,2,OWN,major_purchase,0
A300046,65,127100.0,25.9,5700,24,671.0,0.307,0,RENT,major_purchase,0
A301276,47,71400.0,4.2,6500,48,739.0,0.207,3,rent,debt_consolidation,1
A300413,61,46400.0,7.0,28700,48,677.0,0.386,1,RENT,debt_consolidation,1
A300834,33,31400.0,1.1,8700,36,,0.203,0,MORTGAGE,debt_consolidation,0
A301187,61,65200.0,2.2,25500,48,685.0,0.312,1,MORTGAGE,debt_consolidation,0
A300083,22,45900.0,7.6,15300,36,730.0,0.201,1,RENT,home_improvement,0
A301477,31,32300.0,10.5,20000,36,686.0,0.198,0,OWN,debt_consolidation,0
A300854,28,22900.0,6.2,5100,48,562.0,0.02,0,MORTGAGE,debt_consolidation,0
A300984,60,58400.0,10.0,21300,24,708.0,0.225,0,rent,debt_consolidation,1
A301425,54,53500.0,2.8,10000,24,571.0,0.175,0,MORTGAGE,debt_consolidation,0
A300864,55,27400.0,3.2,8500,60,744.0,0.417,0,MORTGAGE,other,0
A300810,34,43700.0,3.5,16100,12,707.0,0.105,1,MORTGAGE,debt_consolidation,0
A301133,67,55000.0,5.4,7400,12,704.0,0.347,0,RENT,major_purchase,0
A301346,41,46500.0,9.1,11100,36,604.0,0.233,0,RENT,other,0
A301271,62,61500.0,8.0,16400,12,631.0,0.306,1,MORTGAGE,other,0
A300731,31,74100.0,15.8,3800,48,691.0,0.336,0,RENT,other,0
A300572,47,48800.0,5.2,10300,24,684.0,0.309,0,RENT,other,0
A301203,64,61600.0,17.4,17000,36,675.0,0.44,0,MORTGAGE,debt_consolidation,0
A300067,39,36900.0,4.2,21300,36,760.0,0.603,0,MORTGAGE,debt_consolidation,1
A301110,38,52700.0,2.7,10500,48,695.0,0.213,0,rent,debt_consolidation,0
A300025,66,,0.8,20100,36,584.0,0.218,0,RENT,home_improvement,0
A301569,23,92200.0,10.9,7900,24,677.0,0.176,0,RENT,debt_consolidation,0
A300561,42,58500.0,18.0,24600,36,636.0,0.147,0,MORTGAGE,major_purchase,1
A301085,32,62500.0,5.6,38600,24,643.0,0.272,0,RENT,major_purchase,0
A300245,57,74000.0,5.3,7600,24,687.0,0.235,1,RENT,medical,0
A300221,58,47100.0,6.3,19600,48,,0.069,0,RENT,medical,0
A300757,47,130400.0,8.0,22500,36,530.0,0.075,0,mortgage,medical,0
A301148,48,43400.0,8.4,16400,60,715.0,0.166,0,RENT,home_improvement,0
A300184,25,39200.0,13.9,9700,24,742.0,0.097,0,RENT,home_improvement,0
A300253,58,30400.0,6.5,21700,36,684.0,0.077,0,RENT,major_purchase,0
A301277,29,38500.0,8.6,16700,36,565.0,0.272,0,RENT,debt_consolidation,0
A301420,63,29000.0,5.0,36100,24,638.0,0.346,0,MORTGAGE,debt_consolidation,1
A300225,36,56400.0,9.4,19500,48,756.0,0.166,0,rent,home_improvement,0
A300865,37,47000.0,21.8,8500,36,764.0,0.318,1,RENT,medical,0
A300489,39,95100.0,11.0,7400,48,775.0,0.488,0,MORTGAGE,other,0
A300767,59,69500.0,4.0,14200,36,676.0,0.192,0,OWN,debt_consolidation,0
A300901,51,34200.0,5.6,10500,12,704.0,0.299,1,MORTGAGE,home_improvement,0
A300985,62,41900.0,4.4,6100,24,634.0,0.228,0,rent,debt_consolidation,0
A301087,62,55600.0,2.7,14800,12,694.0,0.345,0,OWN,debt_consolidation,0
A301204,58,52000.0,2.3,17100,36,795.0,0.2,0,RENT,home_improvement,0
A300388,24,24200.0,4.4,14000,24,,0.316,0,RENT,other,1
A300386,49,41900.0,9.8,11200,36,,0.515,0,mortgage,home_improvement,1
A300259,67,49800.0,1.0,6700,48,653.0,0.591,0,MORTGAGE,home_improvement,0
A300316,38,89400.0,2.1,37900,36,790.0,0.329,0,RENT,home_improvement,0
A300181,56,33700.0,2.5,24000,12,594.0,0.244,0,RENT,debt_consolidation,1
A300407,24,34900.0,2.3,17000,48,640.0,0.297,0,RENT,debt_consolidation,1
A301351,44,43800.0,9.5,8700,36,606.0,0.452,0,MORTGAGE,debt_consolidation,0
A300092,60,56800.0,7.0,8100,36,649.0,0.348,0,RENT,home_improvement,0
A301322,69,79700.0,6.8,34800,48,699.0,0.318,0,RENT,medical,0
A301239,57,,2.0,8800,36,,0.377,0,RENT,debt_consolidation,0
A301206,42,137900.0,1.5,5900,36,621.0,0.406,0,RENT,home_improvement,0
A300926,52,40200.0,9.5,12000,36,721.0,0.347,0,MORTGAGE,debt_consolidation,0
A301011,48,62800.0,8.7,26000,36,648.0,0.261,0,MORTGAGE,debt_consolidation,0
A300563,44,134400.0,5.5,47500,24,661.0,0.285,1,OWN,home_improvement,0
A300664,42,54300.0,10.9,30100,36,776.0,0.163,1,rent,debt_consolidation,0
A301485,58,84200.0,4.9,21700,12,650.0,0.213,0,MORTGAGE,other,0
A300317,33,104700.0,3.9,12300,12,678.0,0.386,2,RENT,debt_consolidation,0
A301451,34,61400.0,7.9,20000,36,726.0,0.103,1,RENT,home_improvement,0
A300872,56,25400.0,9.7,12100,36,748.0,0.235,1,mortgage,home_improvement,0
A300294,27,96100.0,4.6,10200,12,661.0,0.574,0,mortgage,debt_consolidation,0
A300897,50,82700.0,6.8,20900,36,748.0,0.338,0,mortgage,other,0
A300873,53,53600.0,2.8,16900,60,612.0,0.518,0,MORTGAGE,medical,0
A300060,35,136400.0,9.5,14100,36,668.0,0.312,2,MORTGAGE,debt_consolidation,0
A300584,29,40100.0,3.3,23300,36,763.0,0.079,0,RENT,major_purchase,0
A300250,54,84000.0,7.0,10900,36,717.0,0.02,0,MORTGAGE,debt_consolidation,0
A300658,51,103000.0,3.8,12900,24,739.0,0.434,0,RENT,debt_consolidation,0
A301466,62,49400.0,0.9,13000,12,737.0,0.139,0,rent,other,0
A300277,31,25100.0,1.1,16500,24,766.0,0.225,0,OWN,major_purchase,1
A300896,63,92800.0,1.9,7400,36,646.0,0.192,0,RENT,home_improvement,0
A300038,55,63300.0,8.1,9500,12,794.0,0.286,1,MORTGAGE,debt_consolidation,0
A301181,34,58000.0,7.5,10300,36,683.0,0.274,0,RENT,major_purchase,0
A300720,45,96500.0,10.4,20600,36,647.0,0.396,0,RENT,other,1
A300077,67,50600.0,14.7,16500,48,594.0,0.219,2,RENT,debt_consolidation,1
A300287,47,46200.0,7.7,22300,36,531.0,0.204,0,MORTGAGE,home_improvement,0
A300291,64,41300.0,23.7,13900,36,773.0,0.272,0,RENT,home_improvement,0
A300549,55,38500.0,2.9,15100,60,695.0,0.158,0,MORTGAGE,home_improvement,0
A300784,59,44500.0,9.8,22000,48,672.0,0.386,1,RENT,home_improvement,0
A300352,42,62300.0,5.9,15100,60,677.0,0.267,0,OWN,debt_consolidation,0
A300557,44,38800.0,8.5,18500,24,768.0,0.165,0,OWN,debt_consolidation,0
A300968,36,105800.0,20.9,17900,36,766.0,0.206,0,MORTGAGE,medical,0
A301165,59,72000.0,4.9,9700,48,850.0,0.234,0,RENT,debt_consolidation,0
A301077,57,118100.0,2.7,11400,48,667.0,0.362,0,RENT,home_improvement,0
A300031,47,42700.0,2.1,24200,24,,0.262,0,MORTGAGE,home_improvement,1
A300535,22,93500.0,2.2,16300,24,722.0,0.434,0,RENT,medical,0
A300792,31,53700.0,2.0,9900,36,679.0,0.196,0,RENT,major_purchase,0
A300172,59,51400.0,14.2,19600,48,738.0,0.403,0,MORTGAGE,home_improvement,0
A301399,58,64500.0,1.3,8300,36,541.0,0.248,1,RENT,debt_consolidation,0
A300095,22,66600.0,5.7,17000,36,714.0,0.128,0,MORTGAGE,major_purchase,0
A300069,56,53700.0,6.5,16700,36,733.0,0.297,1,MORTGAGE,debt_consolidation,1
A300348,43,62500.0,5.7,14700,48,712.0,0.291,0,RENT,debt_consolidation,0
A301304,39,42400.0,11.8,12400,48,792.0,0.223,1,MORTGAGE,debt_consolidation,0
A301131,33,23200.0,6.9,23400,60,709.0,0.293,3,RENT,other,1
A300354,69,75400.0,12.9,12600,36,742.0,0.284,2,MORTGAGE,home_improvement,0
A301323,60,61700.0,7.1,15900,24,748.0,0.265,0,RENT,debt_consolidation,0
A300973,54,96600.0,9.0,18300,36,754.0,0.294,0,MORTGAGE,other,0
A300607,46,78800.0,5.5,30300,48,635.0,0.309,2,rent,other,1
A300326,68,56800.0,9.9,17300,24,647.0,0.212,0,RENT,debt_consolidation,1
A300005,60,65100.0,9.3,23300,48,,0.318,0,OWN,other,0
A301027,66,,8.2,24300,36,631.0,0.141,0,MORTGAGE,debt_consolidation,0
A300298,43,59400.0,4.6,20400,36,725.0,0.453,0,OWN,home_improvement,0
A300576,66,62500.0,5.7,9500,24,695.0,0.362,0,MORTGAGE,major_purchase,0
A300610,52,19300.0,13.1,11200,48,603.0,0.245,0,RENT,debt_consolidation,0
A301353,39,80500.0,17.5,19600,48,658.0,0.15,1,RENT,major_purchase,0
A300455,46,70000.0,10.3,14700,24,777.0,0.365,0,own,debt_consolidation,0
A300735,29,34700.0,0.5,10400,60,682.0,0.116,0,RENT,debt_consolidation,0
A300937,53,131500.0,0.7,9900,24,815.0,0.261,0,RENT,other,0
A301312,36,51500.0,1.6,20200,48,764.0,0.247,0,RENT,debt_consolidation,0
A301577,53,33400.0,0.9,12200,36,672.0,0.151,0,RENT,debt_consolidation,0
A300553,52,110200.0,9.3,13200,12,597.0,0.474,0,OWN,major_purchase,1
A300775,27,103400.0,9.2,6700,36,713.0,0.509,1,RENT,debt_consolidation,1
A300595,49,107500.0,19.3,8900,24,704.0,0.214,1,OWN,debt_consolidation,0
A300716,41,51900.0,12.5,18600,36,600.0,0.286,0,MORTGAGE,home_improvement,0
A300800,63,147400.0,4.0,7600,48,627.0,0.179,1,OWN,debt_consolidation,0
A300144,30,42000.0,6.6,18700,60,754.0,0.125,0,RENT,major_purchase,0
A301280,42,42700.0,10.6,8400,36,760.0,0.238,0,OWN,medical,0
A300852,59,36500.0,2.3,10400,48,658.0,0.158,0,MORTGAGE,debt_consolidation,0
A300296,22,38300.0,6.3,5900,24,626.0,0.219,1,MORTGAGE,other,0
A301046,60,62400.0,2.2,57500,36,608.0,0.185,0,rent,other,1
A300243,44,50000.0,6.3,7600,48,623.0,0.268,0,RENT,debt_consolidation,0
A300457,46,,2.4,37600,60,689.0,0.318,1,MORTGAGE,medical,1
A300604,43,,4.7,12300,36,639.0,0.408,1,RENT,debt_consolidation,0
A300798,62,22800.0,5.4,8600,36,732.0,0.224,2,OWN,other,1
A300871,56,74600.0,4.7,16300,24,656.0,0.474,0,RENT,debt_consolidation,0
A300599,22,37900.0,4.3,20500,36,706.0,0.201,0,RENT,debt_consolidation,0
A301507,57,,8.4,12400,36,680.0,0.354,0,RENT,other,0
A300972,32,110900.0,5.7,4900,60,626.0,0.447,3,MORTGAGE,debt_consolidation,1
A300631,48,40800.0,5.8,24400,36,738.0,0.105,0,rent,debt_consolidation,0
A300673,62,61300.0,6.5,20100,24,646.0,0.34,0,RENT,debt_consolidation,0
A300851,42,,3.8,6100,48,,0.294,0,MORTGAGE,major_purchase,0
A300726,27,40900.0,9.3,11100,48,682.0,0.298,2,RENT,major_purchase,0
A300814,64,60100.0,5.1,14100,24,686.0,0.4,0,OWN,debt_consolidation,0
A301215,33,,16.6,26100,36,,0.404,0,mortgage,debt_consolidation,0
A300327,48,61900.0,5.0,18300,36,689.0,0.181,1,RENT,major_purchase,0
A300911,32,63700.0,13.8,17900,36,685.0,0.158,0,RENT,debt_consolidation,0
A300795,24,60700.0,1.9,21000,36,655.0,0.359,1,OWN,debt_consolidation,1
A301593,51,97800.0,12.0,5000,24,702.0,0.21,0,MORTGAGE,debt_consolidation,0
A301022,64,85100.0,5.7,24400,36,678.0,0.125,0,MORTGAGE,debt_consolidation,1
A300663,68,125600.0,6.5,14200,36,721.0,0.301,0,MORTGAGE,other,0
A301253,51,44000.0,2.8,15700,36,721.0,0.387,0,own,major_purchase,0
A300155,64,98000.0,2.3,12200,36,589.0,0.099,0,RENT,debt_consolidation,0
A301596,27,150600.0,12.7,34100,48,771.0,0.127,1,OWN,debt_consolidation,0
A300405,60,41800.0,2.9,15800,12,774.0,0.388,0,RENT,debt_consolidation,1
A301391,46,63200.0,6.2,20500,48,763.0,0.264,1,OWN,home_improvement,0
A300763,60,40000.0,2.8,12800,36,573.0,0.274,0,MORTGAGE,debt_consolidation,0
A300057,21,27500.0,12.0,7000,48,646.0,0.421,0,RENT,debt_consolidation,0
A300121,40,92400.0,3.4,9500,48,763.0,0.279,0,OWN,major_purchase,1
A301230,63,36300.0,7.6,18800,24,636.0,0.338,0,OWN,home_improvement,1
A301493,41,34000.0,13.1,12700,24,731.0,0.153,0,MORTGAGE,debt_consolidation,0
A300488,37,23200.0,9.5,27200,48,725.0,0.077,0,MORTGAGE,major_purchase,0
A301534,66,69000.0,3.2,14000,48,793.0,0.421,0,RENT,debt_consolidation,0
A301364,42,55700.0,5.4,15300,24,623.0,0.28,0,RENT,major_purchase,0
A300222,58,62100.0,3.1,8500,36,699.0,0.206,0,MORTGAGE,home_improvement,0
A300709,45,38100.0,10.5,8900,36,660.0,0.4,0,MORTGAGE,debt_consolidation,1
A300958,42,67500.0,15.6,6000,36,776.0,0.241,0,RENT,debt_consolidation,0
A301374,22,65100.0,1.5,37600,48,,0.24,0,RENT,other,0
A301026,61,91700.0,7.3,18100,12,850.0,0.355,0,MORTGAGE,debt_consolidation,0
A301009,45,57700.0,1.4,5700,48,724.0,0.357,0,MORTGAGE,debt_consolidation,0
A300016,43,40300.0,8.4,30700,36,669.0,0.327,0,OWN,debt_consolidation,0
A301461,26,53000.0,12.6,12300,24,559.0,0.467,0,OWN,home_improvement,1
A301338,58,147800.0,5.8,14500,36,677.0,0.284,3,MORTGAGE,major_purchase,1
A301198,30,67400.0,8.2,7600,60,751.0,0.353,0,RENT,home_improvement,0
A301225,44,86700.0,5.9,17600,24,643.0,0.021,0,MORTGAGE,medical,0
A300422,37,42100.0,1.2,15100,36,,0.278,0,OWN,debt_consolidation,0
A300822,39,69700.0,19.3,6300,60,,0.072,0,MORTGAGE,home_improvement,0
A301503,38,,13.9,17600,36,734.0,0.333,0,MORTGAGE,other,0
A301242,21,,9.8,18400,12,,0.373,0,MORTGAGE,debt_consolidation,0
A300906,62,42300.0,12.8,17800,60,,0.075,0,MORTGAGE,other,0
A300315,36,76600.0,2.9,44000,36,579.0,0.377,0,RENT,debt_consolidation,1
A301519,54,130900.0,11.6,20300,48,711.0,0.215,0,OWN,major_purchase,0
A301086,40,46800.0,6.0,17300,12,,0.363,0,MORTGAGE,major_purchase,0
A300365,40,106500.0,2.0,6300,60,781.0,0.219,0,MORTGAGE,major_purchase,0
A300670,58,60100.0,3.7,33600,24,737.0,0.26,1,RENT,debt_consolidation,1
A301278,47,69200.0,12.2,7700,24,616.0,0.391,0,RENT,debt_consolidation,0
A301171,35,60700.0,7.2,22100,24,729.0,0.304,0,MORTGAGE,home_improvement,0
A300377,23,,8.0,28700,48,690.0,0.219,0,RENT,major_purchase,0
A300372,37,62100.0,7.6,14100,36,736.0,0.492,2,MORTGAGE,debt_consolidation,1
A301538,67,41800.0,0.6,27900,48,755.0,0.207,0,OWN,debt_consolidation,0
A300635,33,129700.0,0.6,6300,24,674.0,0.277,0,MORTGAGE,other,0
A301544,48,94600.0,3.7,13500,36,801.0,0.505,0,RENT,major_purchase,0
A301250,38,62400.0,4.3,14500,24,631.0,0.243,0,MORTGAGE,home_improvement,0
A301023,37,69700.0,6.8,16100,48,770.0,0.271,1,MORTGAGE,home_improvement,0
A301572,47,45800.0,7.4,6500,24,713.0,0.361,0,MORTGAGE,debt_consolidation,0
A300079,61,52500.0,7.6,6500,36,633.0,0.349,0,RENT,other,1
A300819,42,35000.0,6.1,21900,24,656.0,0.296,0,RENT,debt_consolidation,0
A301401,25,20600.0,3.2,39400,36,572.0,0.363,1,MORTGAGE,debt_consolidation,1
A301223,57,55300.0,7.8,20800,36,586.0,0.268,0,OWN,home_improvement,0
A300426,65,67200.0,1.8,8700,36,679.0,0.194,0,MORTGAGE,home_improvement,0
A300013,42,40200.0,12.9,8700,60,679.0,0.128,0,OWN,debt_consolidation,0
A301366,68,65300.0,3.5,12500,48,701.0,0.348,0,MORTGAGE,debt_consolidation,0
A300449,38,54200.0,12.2,21600,36,850.0,0.252,0,MORTGAGE,medical,0
A300724,39,,7.0,13400,36,634.0,0.37,0,RENT,debt_consolidation,0
A300951,21,,14.6,21000,36,566.0,0.327,0,MORTGAGE,debt_consolidation,0
A300124,69,68600.0,4.4,18100,24,615.0,0.24,0,RENT,major_purchase,0
A300641,44,84400.0,2.0,24100,48,661.0,0.415,0,RENT,debt_consolidation,1
A301524,22,67100.0,2.8,10600,24,716.0,0.287,0,RENT,debt_consolidation,0
A300678,47,22100.0,14.1,22900,36,825.0,0.188,0,MORTGAGE,major_purchase,0
A300820,59,77900.0,36.5,8500,60,740.0,0.387,2,MORTGAGE,debt_consolidation,0
A301348,37,33200.0,8.4,8700,48,619.0,0.066,0,RENT,debt_consolidation,1
A300833,28,87500.0,2.4,19100,24,686.0,0.146,0,OWN,other,0
A300212,30,68000.0,3.8,10900,48,768.0,0.146,0,OWN,medical,0
A300949,51,80200.0,1.6,8000,36,,0.298,0,RENT,debt_consolidation,0
A300616,54,83900.0,0.4,7800,60,614.0,0.238,0,rent,debt_consolidation,0
A300742,47,35600.0,2.7,13800,24,676.0,0.391,0,MORTGAGE,major_purchase,0
A300191,53,72400.0,5.1,16700,60,700.0,0.279,0,OWN,debt_consolidation,0
A300409,53,80300.0,8.2,9800,12,743.0,0.218,2,RENT,medical,0
A300393,57,37700.0,2.2,24700,36,708.0,0.102,0,MORTGAGE,major_purchase,0
A300752,68,52800.0,4.1,8600,36,622.0,0.104,0,MORTGAGE,debt_consolidation,0
A301216,36,82600.0,13.4,14400,24,679.0,0.376,0,RENT,home_improvement,0
A300869,26,,3.0,26000,60,676.0,0.103,0,MORTGAGE,major_purchase,1
A301397,51,87800.0,14.8,18400,12,782.0,0.293,0,RENT,debt_consolidation,0
A300907,61,62000.0,0.4,12900,36,747.0,0.361,0,RENT,home_improvement,0
A301342,57,103100.0,2.8,14600,24,599.0,0.155,0,RENT,major_purchase,0
A300611,27,32800.0,3.8,11100,12,850.0,0.381,0,RENT,home_improvement,0
A300170,61,,2.7,9100,48,693.0,0.338,0,RENT,debt_consolidation,0
A301585,47,91200.0,8.5,29500,36,672.0,0.257,0,RENT,home_improvement,0
A300183,43,75800.0,10.4,15000,36,630.0,0.103,0,MORTGAGE,home_improvement,0
A300914,54,140900.0,0.2,12400,24,626.0,0.152,0,MORTGAGE,major_purchase,0
A301024,62,183100.0,3.4,18700,24,694.0,0.344,0,RENT,debt_consolidation,0
A301317,51,49300.0,0.6,15900,48,671.0,0.251,0,MORTGAGE,home_improvement,0
A301151,33,54900.0,4.1,12100,36,614.0,0.202,0,RENT,medical,0
A300707,56,104300.0,3.6,18500,12,551.0,0.322,0,RENT,debt_consolidation,0
A300613,28,148600.0,7.2,19500,24,677.0,0.135,0,RENT,debt_consolidation,0
A300267,39,48600.0,6.9,20600,24,730.0,0.284,0,MORTGAGE,debt_consolidation,0
A300102,38,35600.0,3.4,8400,48,819.0,0.376,1,MORTGAGE,other,0
A300870,28,56900.0,10.1,8300,24,531.0,0.322,0,MORTGAGE,debt_consolidation,1
A301559,50,43800.0,5.6,37100,36,588.0,0.257,0,RENT,home_improvement,1
A300660,62,80100.0,7.0,13000,36,547.0,0.498,0,MORTGAGE,medical,1
A300431,53,103300.0,8.0,10300,36,,0.269,3,rent,medical,0
A300915,25,53100.0,11.6,7200,36,700.0,0.468,2,RENT,major_purchase,1
A301454,62,28700.0,1.4,14500,24,688.0,0.247,0,mortgage,debt_consolidation,0
A300750,32,25600.0,9.2,29700,24,778.0,0.204,1,MORTGAGE,debt_consolidation,1
A301582,60,66900.0,2.8,19000,36,614.0,0.02,0,MORTGAGE,home_improvement,0
A300235,49,72200.0,2.8,15900,48,746.0,0.246,0,OWN,home_improvement,0
A301033,47,39200.0,6.7,40500,24,675.0,0.288,0,MORTGAGE,debt_consolidation,1
A301320,24,28600.0,11.5,10500,48,528.0,0.177,0,RENT,major_purchase,0
A301208,63,42000.0,0.8,10200,36,719.0,0.139,0,RENT,major_purchase,1
A301300,28,68400.0,4.3,30500,12,691.0,0.344,0,rent,debt_consolidation,0
A300154,33,52800.0,3.5,9900,24,615.0,0.338,1,MORTGAGE,major_purchase,0
A300700,47,64200.0,6.4,30300,24,755.0,0.243,0,MORTGAGE,debt_consolidation,0
A301344,39,50500.0,15.8,6300,60,722.0,0.327,0,rent,debt_consolidation,0
A301407,44,100700.0,6.8,23100,48,,0.236,0,MORTGAGE,debt_consolidation,0
A300176,65,134900.0,3.9,17000,24,704.0,0.287,0,MORTGAGE,home_improvement,0
A301418,43,72500.0,3.2,13200,24,683.0,0.469,0,MORTGAGE,major_purchase,1
A301434,66,20700.0,21.6,20400,24,692.0,0.258,0,MORTGAGE,debt_consolidation,0
A301112,48,34300.0,7.3,40100,24,702.0,0.335,0,RENT,home_improvement,1
A300614,40,49000.0,2.6,14400,60,641.0,0.428,0,RENT,medical,0
A300980,64,68000.0,6.1,13600,12,591.0,0.419,0,MORTGAGE,home_improvement,0
A300451,36,79000.0,9.1,21500,24,672.0,0.199,0,MORTGAGE,home_improvement,0
A300893,53,46000.0,10.3,28900,36,722.0,0.367,0,OWN,other,0
A301303,40,25300.0,2.5,6400,24,555.0,0.344,0,RENT,debt_consolidation,0
A301478,61,63000.0,10.5,7900,36,717.0,0.114,0,RENT,debt_consolidation,0
A300532,47,78600.0,8.2,17500,24,580.0,0.356,0,RENT,debt_consolidation,1
A301475,57,59400.0,7.1,10100,36,769.0,0.242,1,RENT,home_improvement,0
A300190,32,66100.0,23.7,25700,36,677.0,0.165,0,RENT,debt_consolidation,0
A301318,46,52900.0,6.9,18200,24,617.0,0.156,1,own,debt_consolidation,0
A300835,69,43800.0,0.8,16900,60,630.0,0.195,0,RENT,other,1
A300437,54,59500.0,0.6,13200,12,687.0,0.261,0,own,home_improvement,0
A300562,35,,11.4,16600,36,563.0,0.395,0,rent,major_purchase,0
A300403,56,,19.2,23200,24,605.0,0.319,0,OWN,debt_consolidation,0
A301540,49,24800.0,1.7,10000,24,697.0,0.343,2,MORTGAGE,medical,1
A300028,66,53900.0,13.8,9600,24,762.0,0.164,0,RENT,home_improvement,0
