customer_id,signup_date,age,region,plan,monthly_fee,tenure_months,avg_weekly_hours,num_profiles,devices,support_tickets,last_login_days,monthly_spend,payment_method,auto_renew,satisfaction,churned
CU801123,2023-01-20,48,east,Standard,14.99,53,9.8,1,4,1,0,14.99,applepay,1,4.0,0
CU802088,2023-01-26,43,South,Basic,8.99,13,3.8,1,3,0,18,8.99,giftcard,0,2.0,0
CU801233,2024-04-08,34,West,Standard,14.99,7,3.6,1,2,0,2,14.99,card,1,1.0,0
CU801753,2024-01-06,56,South,Premium,19.99,2,1.6,2,4,0,0,19.99,card,1,3.0,0
CU802321,2025-04-05,37,South,Standard,14.99,33,4.5,2,2,1,27,21.99,card,1,3.0,0
CU802239,2024-03-02,35,South,Standard,14.99,11,4.5,3,2,1,2,18.49,card,1,,0
CU800225,2023-04-20,31,West,Standard,14.99,25,14.7,1,1,1,5,14.99,card,1,5.0,0
CU802145,2024-11-09,37,West,Basic,8.99,5,17.7,4,3,0,5,8.99,card,0,3.0,0
CU801120,2025-01-09,30,East,Basic,8.99,11,14.5,2,6,2,12,8.99,card,1,4.0,0
CU800307,2022-09-26,16,North,Basic,8.99,11,4.4,2,4,1,4,8.99,card,1,,0
CU800142,2025-01-09,36,South,Basic,8.99,3,20.7,3,4,2,10,8.99,paypal,0,4.0,0
CU800699,2024-12-24,43,West,Premium,19.99,23,13.1,1,2,1,6,19.99,applepay,0,3.0,1
CU801787,2024-01-22,29,North,Basic,8.99,16,2.7,3,7,2,10,8.99,applepay,1,5.0,0
CU800407,2023-12-03,67,East,Standard,14.99,38,2.9,1,2,2,4,14.99,paypal,0,2.0,0
CU802379,2024-05-28,43,North,Standard,14.99,14,4.8,2,3,1,3,14.99,applepay,1,4.0,0
CU802282,2023-11-26,23,North,Standard,14.99,27,0.5,2,5,2,2,14.99,card,1,5.0,0
CU801015,2025-04-19,35,East,Standard,14.99,6,17.7,4,1,1,2,14.99,giftcard,1,3.0,0
CU800694,2022-01-02,39,West,Basic,8.99,20,0.3,3,3,1,4,8.99,card,1,2.0,0
CU801532,2025-03-10,43,North,Standard,14.99,15,4.4,5,5,0,2,21.99,card,1,5.0,0
CU800130,2023-07-10,32,east,Standard,14.99,33,2.8,5,3,1,4,18.49,paypal,1,2.0,0
CU801752,2023-06-26,39,North,Standard,14.99,7,,1,2,1,3,14.99,applepay,0,3.0,0
CU800463,2022-11-16,24,East,Premium,19.99,10,11.5,4,1,2,9,23.49,card,0,4.0,0
CU801062,2023-06-28,18,West,Basic,8.99,28,12.0,1,2,0,10,8.99,card,0,3.0,1
CU801689,2023-12-31,27,West,Basic,8.99,17,8.3,4,2,1,6,12.49,card,0,4.0,0
CU802597,2023-04-24,35,South,Standard,14.99,25,12.5,2,2,1,11,14.99,card,1,4.0,0
CU801698,2024-07-15,51,South,Premium,19.99,14,17.0,2,2,0,1,23.49,paypal,1,3.0,0
CU802319,2022-08-21,50,West,Premium,19.99,9,5.6,3,3,1,0,26.99,paypal,1,2.0,1
CU800626,2022-11-11,55,East,Standard,14.99,5,6.1,1,3,0,0,14.99,card,1,4.0,0
CU800749,2022-07-19,39,East,Standard,14.99,15,2.3,2,3,1,1,18.49,giftcard,0,1.0,1
CU802371,2022-06-30,22,East,Standard,14.99,15,15.2,1,2,3,13,14.99,card,0,5.0,1
CU800888,2023-05-20,16,South,Standard,14.99,14,8.4,2,4,0,9,14.99,card,0,5.0,0
CU801145,2024-11-25,26,East,Basic,8.99,6,8.9,2,2,0,15,8.99,card,1,2.0,0
CU801447,2023-03-05,26,North,Standard,14.99,5,,1,3,0,23,14.99,applepay,1,4.0,1
CU801217,2025-03-24,43,North,Basic,8.99,10,7.3,5,3,2,6,8.99,card,1,3.0,0
CU801051,2024-03-28,39,South,Basic,8.99,23,1.9,2,1,0,4,12.49,card,1,2.0,1
CU800218,2025-01-31,34,East,Premium,19.99,15,3.0,3,3,0,11,23.49,card,1,2.0,1
CU801078,2022-06-09,42,West,Basic,8.99,7,1.4,1,7,1,8,8.99,applepay,1,1.0,0
CU800734,2024-12-17,69,East,Standard,14.99,38,10.2,1,3,0,7,14.99,applepay,1,2.0,0
CU802555,2022-08-17,16,East,Standard,14.99,12,15.2,2,3,0,12,14.99,card,1,3.0,0
CU800795,2024-07-23,31,south,Standard,14.99,20,2.1,5,3,0,5,14.99,card,1,5.0,0
CU800970,2023-03-05,45,West,Basic,8.99,26,1.3,1,2,1,5,8.99,applepay,1,2.0,0
CU801075,2024-10-24,40,West,Standard,14.99,14,4.0,5,5,1,0,18.49,paypal,0,3.0,0
CU802094,2024-11-02,52,North,Standard,14.99,16,23.2,2,3,1,11,14.99,card,0,2.0,0
CU801167,2022-05-27,20,South,Standard,14.99,16,2.2,1,4,0,7,14.99,card,1,4.0,0
CU800979,2024-02-04,37,South,Premium,19.99,24,6.3,1,3,0,0,19.99,card,0,,0
CU800029,2022-08-26,82,North,Basic,8.99,14,1.7,4,2,0,11,8.99,applepay,1,1.0,0
CU800055,2022-02-08,50,East,Standard,14.99,2,2.1,3,2,1,6,14.99,paypal,1,2.0,0
CU801300,2022-11-12,59,West,Basic,8.99,18,10.5,4,4,0,0,12.49,card,1,4.0,0
CU801159,2025-02-12,45,East,Standard,14.99,25,3.9,2,3,1,5,14.99,card,1,5.0,0
CU800254,2023-02-13,32,South,Basic,8.99,17,14.2,2,2,0,86,8.99,card,0,5.0,0
CU801732,2023-03-03,39,South,Basic,8.99,7,13.7,5,3,0,4,12.49,card,0,1.0,0
CU801558,2022-04-07,37,South,Basic,8.99,15,4.9,5,3,0,4,12.49,card,0,5.0,0
CU802316,2022-06-21,37,North,Basic,8.99,9,3.9,3,5,1,3,8.99,card,1,5.0,0
CU802085,2022-06-13,51,West,Premium,19.99,14,2.5,3,5,0,37,19.99,card,0,4.0,0
CU801474,2023-08-22,28,East,Basic,8.99,7,15.1,4,2,0,12,12.49,card,1,4.0,1
CU800018,2022-02-27,64,East,Standard,14.99,8,3.1,4,5,1,13,14.99,card,1,3.0,0
CU801072,2023-04-04,57,North,Standard,14.99,10,1.1,2,2,0,8,21.99,card,1,3.0,1
CU801138,2024-09-19,22,North,Basic,8.99,12,5.3,1,3,0,26,8.99,card,1,3.0,0
CU801279,2024-12-27,49,South,Standard,14.99,12,4.4,5,4,0,12,14.99,card,1,4.0,0
CU801813,2023-07-04,36,North,Basic,8.99,37,4.1,1,3,2,6,8.99,paypal,1,4.0,0
CU801142,2023-10-11,50,South,Basic,8.99,26,,1,4,0,16,15.99,card,1,1.0,0
CU800603,2022-11-03,47,North,Standard,14.99,16,,3,1,0,18,14.99,card,0,4.0,0
CU802590,2024-07-27,22,East,Basic,8.99,4,3.8,1,5,1,10,8.99,card,0,5.0,1
CU802198,2023-08-15,19,West,Standard,14.99,4,3.9,3,2,2,2,14.99,giftcard,1,1.0,0
CU801466,2024-05-15,35,East,Standard,14.99,17,2.8,1,4,0,14,18.49,card,1,2.0,0
CU801625,2022-10-28,38,West,Premium,19.99,45,2.7,2,4,0,11,19.99,card,1,3.0,0
CU801004,2022-10-13,27,north,Basic,8.99,7,1.5,2,2,1,16,8.99,applepay,0,2.0,0
CU801425,2023-10-11,38,East,Premium,19.99,15,9.4,1,1,1,3,23.49,card,0,3.0,1
CU801603,2023-05-01,66,North,Basic,8.99,12,11.6,5,5,0,3,8.99,paypal,0,4.0,0
CU800598,2025-02-18,30,South,Basic,8.99,16,1.3,3,1,0,5,8.99,card,1,5.0,0
CU801828,2024-12-11,47,north,Standard,14.99,7,3.8,2,4,0,8,14.99,paypal,1,4.0,0
CU801600,2023-04-26,37,East,Standard,14.99,5,3.1,1,4,0,2,18.49,card,1,3.0,0
CU800897,2024-12-16,46,South,Standard,14.99,36,5.4,4,1,0,4,18.49,card,0,,0
CU800518,2023-08-13,53,North,Standard,14.99,5,4.5,2,2,0,29,18.49,card,0,4.0,0
CU801234,2024-10-30,44,North,Standard,14.99,34,2.2,2,4,0,5,18.49,paypal,0,1.0,0
CU801246,2023-01-13,36,North,Basic,8.99,18,1.8,1,2,2,7,8.99,card,1,5.0,0
CU800997,2022-08-28,35,South,Basic,8.99,16,3.3,4,3,1,0,12.49,paypal,1,2.0,0
CU801687,2023-02-18,17,North,Premium,19.99,15,5.8,3,6,0,8,26.99,paypal,1,4.0,0
CU800728,2022-04-29,49,North,Premium,19.99,10,3.3,1,2,2,0,19.99,card,1,3.0,0
CU801443,2022-02-25,36,South,Basic,8.99,7,2.5,2,4,0,24,8.99,card,1,5.0,0
CU801737,2023-07-23,46,North,Standard,14.99,5,1.0,3,2,0,0,14.99,card,0,4.0,0
CU800132,2025-01-18,16,East,Standard,14.99,6,3.7,1,5,0,0,18.49,applepay,1,5.0,0
CU800995,2023-04-12,64,South,Basic,8.99,28,7.6,3,3,0,9,8.99,card,1,4.0,0
CU800299,2024-10-28,46,West,Premium,19.99,5,6.4,3,1,1,8,23.49,card,1,,0
CU801843,2023-06-24,23,North,Standard,14.99,6,6.2,1,2,0,3,14.99,card,1,1.0,0
CU801876,2024-12-05,47,North,Basic,8.99,8,6.7,2,3,0,4,12.49,paypal,0,4.0,0
CU801041,2022-09-12,35,North,Premium,19.99,6,16.3,4,3,2,0,23.49,card,0,3.0,0
CU801762,2023-10-06,35,East,Basic,8.99,21,12.1,2,2,0,21,8.99,card,0,3.0,1
CU801957,2023-10-05,35,North,Standard,14.99,36,3.7,3,4,1,0,21.99,card,0,1.0,0
CU802172,2025-02-18,42,East,Standard,14.99,26,3.1,2,4,2,10,18.49,paypal,0,4.0,0
CU800031,2022-12-27,30,North,Premium,19.99,18,1.9,2,2,2,0,19.99,card,1,3.0,0
CU800058,2024-10-27,31,South,Standard,14.99,11,3.2,5,5,0,7,18.49,card,0,3.0,1
CU801320,2023-04-17,43,East,Basic,8.99,19,3.7,4,3,1,28,8.99,paypal,1,2.0,0
CU800376,2024-09-16,50,east,Standard,14.99,8,13.4,4,5,0,13,14.99,card,0,3.0,0
CU802100,2024-11-06,48,West,Basic,8.99,10,13.0,1,2,1,6,8.99,paypal,1,4.0,1
CU800741,2024-01-08,36,East,Standard,14.99,2,8.0,2,2,0,0,18.49,giftcard,1,5.0,0
CU800113,2024-10-26,36,South,Standard,14.99,24,3.0,1,2,4,0,18.49,card,0,3.0,1
CU800950,2023-04-28,35,North,Basic,8.99,11,2.7,1,2,1,14,8.99,card,1,4.0,0
CU801035,2023-09-16,30,East,Basic,8.99,18,,2,5,2,7,12.49,applepay,1,4.0,0
CU801156,2022-09-11,20,West,Standard,14.99,6,3.0,1,3,0,11,14.99,card,1,,0
CU800037,2023-11-23,48,north,Standard,14.99,4,8.8,4,4,1,0,14.99,applepay,1,5.0,0
CU800081,2023-06-14,31,East,Basic,8.99,10,4.2,1,4,1,25,8.99,card,0,4.0,0
CU800791,2023-07-01,30,East,Premium,19.99,2,6.7,5,4,1,4,19.99,card,1,5.0,0
CU800546,2022-06-21,49,East,Basic,8.99,22,1.3,4,1,0,43,8.99,card,0,3.0,0
CU800513,2022-08-28,56,North,Standard,14.99,30,2.7,5,4,0,0,14.99,applepay,0,4.0,0
CU801681,2025-03-08,29,North,Basic,8.99,12,4.3,1,4,0,38,15.99,applepay,1,4.0,1
CU800122,2024-01-08,16,South,Standard,14.99,10,2.4,4,3,2,1,18.49,card,1,4.0,0
CU800201,2023-12-04,53,West,Standard,14.99,3,7.6,3,3,0,2,14.99,card,0,2.0,0
CU800137,2024-09-10,42,South,Standard,14.99,17,5.1,2,3,0,3,14.99,giftcard,0,4.0,0
CU801994,2023-06-05,39,West,Standard,14.99,18,3.8,3,3,1,14,14.99,card,1,4.0,0
CU802171,2022-04-25,48,South,Premium,19.99,7,0.2,1,3,1,38,19.99,card,1,3.0,0
CU800807,2024-05-12,55,West,Premium,19.99,37,2.6,2,8,4,6,26.99,card,0,5.0,0
CU802492,2025-05-04,29,West,Standard,14.99,4,6.4,2,5,0,24,14.99,card,1,4.0,0
CU801654,2025-04-24,48,North,Standard,14.99,14,5.7,1,4,1,1,14.99,card,0,4.0,1
CU802220,2023-05-26,16,North,Basic,8.99,10,4.8,2,2,0,0,8.99,card,1,5.0,0
CU801229,2024-06-19,25,East,Basic,8.99,23,2.1,2,6,2,18,8.99,card,1,2.0,1
CU802204,2023-07-02,32,North,Basic,8.99,12,8.3,1,1,1,7,8.99,giftcard,0,4.0,0
CU802109,2025-01-17,42,North,Basic,8.99,12,6.7,1,1,0,4,8.99,paypal,0,4.0,0
CU800006,2022-11-25,45,East,Standard,14.99,9,15.1,5,4,1,6,14.99,giftcard,1,,0
CU801570,2022-03-25,40,East,Basic,8.99,7,5.5,3,1,0,3,8.99,card,1,3.0,0
CU800501,2024-02-07,50,West,Basic,8.99,9,24.4,3,2,2,9,8.99,card,1,5.0,0
CU801842,2024-07-06,20,South,Standard,14.99,10,11.7,3,3,1,2,21.99,paypal,1,3.0,0
CU802270,2024-10-20,35,South,Standard,14.99,44,7.6,2,4,1,7,18.49,paypal,0,1.0,1
CU800276,2023-08-12,32,North,Standard,14.99,3,8.1,1,4,3,5,14.99,card,1,4.0,0
CU801281,2022-06-23,38,West,Basic,8.99,12,2.9,3,4,0,15,8.99,paypal,1,4.0,0
CU800404,2024-10-09,48,South,Basic,8.99,14,16.5,3,2,2,2,8.99,card,0,2.0,0
CU801130,2025-03-03,38,East,Standard,14.99,25,11.6,3,6,0,5,14.99,paypal,1,5.0,0
CU801593,2024-05-09,34,North,Premium,19.99,23,9.6,1,4,2,20,23.49,card,1,3.0,0
CU801299,2022-08-10,54,North,Standard,14.99,13,5.0,2,3,1,4,21.99,card,0,4.0,0
CU800595,2023-05-15,26,North,Standard,14.99,4,1.1,2,4,2,4,14.99,card,1,4.0,1
CU802332,2022-09-11,53,North,Standard,14.99,4,7.2,2,3,0,8,14.99,applepay,0,4.0,0
CU801866,2025-02-18,28,West,Basic,8.99,4,9.3,3,6,0,4,15.99,paypal,0,4.0,0
CU802053,2022-06-01,49,East,Standard,14.99,8,5.4,2,2,0,0,14.99,card,1,4.0,0
CU800494,2023-03-26,27,North,Standard,14.99,22,2.1,4,4,1,9,18.49,card,1,4.0,0
CU801912,2023-04-15,62,East,Premium,19.99,20,18.4,3,2,2,8,19.99,card,1,4.0,0
CU800416,2023-11-20,38,South,Basic,8.99,13,5.6,2,3,1,9,8.99,paypal,1,2.0,0
CU801265,2025-01-21,56,South,Standard,14.99,14,2.6,1,4,0,4,14.99,paypal,1,5.0,0
CU800445,2024-06-15,36,East,Basic,8.99,6,4.6,1,1,0,5,8.99,card,1,3.0,0
CU800332,2023-06-28,56,West,Basic,8.99,9,9.1,1,1,1,6,8.99,paypal,1,5.0,0
CU800631,2022-05-13,55,North,Standard,14.99,4,2.3,1,4,0,3,14.99,card,1,5.0,0
CU801453,2024-07-26,37,West,Standard,14.99,5,5.5,1,2,1,3,18.49,card,1,4.0,0
CU801585,2023-04-08,68,South,Standard,14.99,8,1.8,1,2,2,7,14.99,card,1,2.0,0
CU801811,2023-05-31,16,North,Standard,14.99,11,,3,2,0,0,14.99,card,1,4.0,0
CU801968,2022-02-14,40,South,Standard,14.99,19,8.3,3,5,0,4,14.99,applepay,1,3.0,0
CU801251,2022-01-19,41,North,Standard,14.99,24,5.2,2,4,3,19,18.49,card,1,3.0,1
CU801210,2022-05-24,16,South,Standard,14.99,11,5.2,1,2,3,5,14.99,paypal,1,4.0,0
CU800902,2024-11-06,35,South,Standard,14.99,2,1.7,2,3,0,22,14.99,card,1,5.0,0
CU801658,2023-12-09,57,South,Standard,14.99,14,4.3,3,5,1,0,14.99,card,1,,0
CU800859,2024-03-16,35,North,Standard,14.99,24,4.9,1,1,1,4,14.99,card,1,1.0,0
CU800609,2022-09-29,31,West,Standard,14.99,20,5.8,2,5,0,5,18.49,paypal,1,5.0,0
CU802274,2024-03-09,51,South,Standard,14.99,9,12.1,2,3,1,2,14.99,applepay,1,4.0,0
CU801342,2023-06-08,28,South,Premium,19.99,6,5.2,1,3,2,0,19.99,card,1,5.0,1
CU802206,2024-11-23,20,West,Standard,14.99,12,3.1,2,2,1,1,14.99,paypal,1,,0
CU802525,2022-11-12,42,East,Basic,8.99,3,17.0,5,2,1,42,8.99,applepay,0,3.0,1
CU801580,2023-12-01,43,South,Standard,14.99,14,2.5,2,2,1,4,14.99,giftcard,1,4.0,0
CU800677,2024-08-30,37,West,Basic,8.99,28,7.0,1,5,0,7,8.99,applepay,1,5.0,0
CU800230,2022-11-21,41,East,Premium,19.99,3,7.4,4,3,0,2,23.49,paypal,1,4.0,0
CU800733,2025-01-21,42,East,Standard,14.99,28,6.4,5,2,1,10,14.99,applepay,1,4.0,0
CU801311,2023-02-20,16,south,Standard,14.99,19,5.8,2,1,0,3,21.99,paypal,1,4.0,0
CU800075,2024-01-09,31,North,Standard,14.99,8,2.4,1,3,0,13,14.99,card,1,5.0,0
CU800957,2022-12-08,68,north,Standard,14.99,21,6.3,3,7,1,0,18.49,card,1,4.0,0
CU800293,2023-05-02,61,West,Premium,19.99,32,10.2,2,3,1,8,19.99,card,0,5.0,0
CU801131,2023-01-25,58,North,Basic,8.99,22,,4,4,0,4,8.99,card,0,2.0,0
CU800437,2024-02-24,23,West,Standard,14.99,13,3.1,2,3,1,15,14.99,card,1,4.0,0
CU801641,2024-04-09,35,West,Basic,8.99,8,10.8,2,4,0,21,8.99,applepay,1,5.0,0
CU801960,2024-06-22,37,West,Standard,14.99,15,5.4,4,1,0,4,18.49,card,1,3.0,0
CU802511,2025-03-10,52,South,Standard,14.99,29,11.4,1,4,0,8,14.99,card,1,4.0,0
CU800874,2023-12-18,33,North,Standard,14.99,10,5.1,4,4,2,5,18.49,card,1,4.0,0
CU802457,2023-08-31,29,North,Standard,14.99,2,4.7,1,3,1,0,18.49,paypal,1,4.0,0
CU802534,2024-06-14,33,East,Basic,8.99,1,3.2,4,2,1,5,8.99,card,1,3.0,0
CU801177,2023-02-12,47,East,Basic,8.99,10,6.8,2,5,0,7,8.99,paypal,1,4.0,0
CU801893,2023-02-05,40,South,Standard,14.99,16,1.9,1,2,1,16,21.99,card,1,4.0,0
CU800947,2024-11-05,26,South,Basic,8.99,10,7.1,1,1,0,10,8.99,card,1,1.0,1
CU800798,2024-10-13,35,south,Standard,14.99,7,8.5,3,3,0,5,14.99,card,1,4.0,0
CU802530,2024-02-04,16,north,Premium,19.99,24,0.7,2,3,0,18,19.99,applepay,1,3.0,0
CU802531,2022-11-24,26,South,Standard,14.99,4,8.0,5,3,0,11,14.99,card,1,3.0,0
CU802097,2023-01-07,44,South,Basic,8.99,16,6.4,4,4,1,2,8.99,card,1,1.0,0
CU800078,2025-01-26,37,South,Premium,19.99,10,7.0,3,3,0,5,19.99,paypal,1,3.0,0
CU801410,2022-07-11,44,South,Standard,14.99,13,6.8,3,3,1,6,18.49,applepay,1,2.0,1
CU801024,2022-03-22,39,South,Standard,14.99,39,6.4,4,1,1,9,14.99,paypal,1,4.0,0
CU801704,2022-07-30,39,East,Standard,14.99,7,8.0,1,3,0,0,14.99,card,1,4.0,0
CU801619,2022-10-21,30,North,Basic,8.99,22,5.1,2,3,0,30,8.99,card,0,3.0,0
CU800578,2024-12-16,21,East,Basic,8.99,6,3.5,2,4,0,0,8.99,card,1,3.0,0
CU802249,2025-03-19,51,East,Basic,8.99,28,5.6,1,2,0,12,8.99,applepay,1,1.0,1
CU800863,2023-07-16,61,South,Standard,14.99,22,9.1,2,1,1,15,18.49,card,1,2.0,0
CU800661,2022-10-22,23,South,Basic,8.99,17,1.2,1,3,0,27,15.99,card,1,3.0,1
CU802451,2022-11-26,31,East,Basic,8.99,22,,3,2,0,18,8.99,card,1,5.0,0
CU801382,2023-02-28,46,West,Basic,8.99,28,7.8,3,3,0,0,8.99,card,1,,0
CU800220,2023-10-24,43,South,Standard,14.99,21,8.2,5,1,0,13,14.99,card,0,2.0,0
CU802574,2023-11-19,57,North,Premium,19.99,19,5.5,5,3,0,2,23.49,giftcard,1,1.0,0
CU800450,2022-06-06,56,North,Premium,19.99,10,4.0,1,1,1,4,19.99,giftcard,1,,0
CU801363,2022-01-15,50,South,Standard,14.99,15,4.3,2,4,0,20,14.99,paypal,1,5.0,0
CU802575,2024-03-11,54,North,Premium,19.99,18,13.1,3,3,0,2,23.49,card,1,3.0,0
CU801101,2023-03-20,65,East,Basic,8.99,12,9.0,3,3,0,10,8.99,card,1,4.0,0
CU800447,2022-09-03,30,West,Basic,8.99,13,2.6,1,5,0,5,8.99,paypal,0,4.0,1
CU801165,2024-12-17,29,east,Basic,8.99,22,16.1,2,2,0,6,8.99,card,1,5.0,0
CU801962,2024-08-05,16,South,Premium,19.99,6,7.7,4,2,2,19,19.99,card,1,3.0,0
CU801792,2023-04-22,43,North,Standard,14.99,14,7.3,1,3,1,3,14.99,paypal,1,,0
CU800038,2023-01-21,50,East,Basic,8.99,13,1.7,2,3,1,2,8.99,card,1,1.0,1
CU802395,2022-07-01,25,North,Standard,14.99,25,4.6,3,1,0,18,18.49,applepay,0,3.0,0
CU800564,2023-12-13,41,West,Basic,8.99,27,7.3,5,2,1,17,8.99,card,0,3.0,0
CU800226,2023-04-21,50,South,Standard,14.99,4,5.1,1,5,0,9,14.99,applepay,0,3.0,0
CU800261,2024-01-13,30,south,Standard,14.99,13,2.7,1,1,2,8,14.99,applepay,1,4.0,0
CU800731,2024-08-04,44,South,Basic,8.99,16,5.4,4,3,1,32,8.99,applepay,1,5.0,0
CU801082,2023-01-19,37,West,Premium,19.99,7,6.4,1,3,1,12,19.99,paypal,0,3.0,0
CU802299,2023-10-06,33,North,Basic,8.99,10,5.8,2,3,1,9,12.49,applepay,1,4.0,0
CU802456,2024-08-21,21,East,Basic,8.99,12,7.8,1,7,0,5,8.99,card,1,4.0,0
CU801590,2023-04-01,35,South,Standard,14.99,6,6.8,1,4,0,5,14.99,card,1,3.0,0
CU801394,2023-08-29,37,West,Basic,8.99,24,3.4,4,2,0,6,12.49,card,0,3.0,0
CU801135,2024-06-30,63,North,Standard,14.99,9,8.8,2,1,1,5,14.99,applepay,1,1.0,0
CU801002,2023-08-13,25,East,Standard,14.99,16,11.5,1,3,0,10,14.99,paypal,1,,0
CU800425,2024-04-19,17,South,Standard,14.99,5,6.9,2,2,0,16,18.49,card,1,2.0,0
CU800655,2024-11-03,39,South,Standard,14.99,6,3.0,1,3,0,16,14.99,card,0,3.0,0
CU802045,2023-05-11,30,West,Basic,8.99,7,8.1,2,3,3,10,8.99,paypal,1,2.0,1
CU801029,2022-01-18,40,South,Standard,14.99,4,3.4,3,3,0,8,14.99,card,0,2.0,1
CU801982,2024-12-19,35,South,Basic,8.99,5,10.9,5,1,0,0,8.99,paypal,0,4.0,0
CU800629,2023-11-07,60,North,Basic,8.99,3,2.8,1,3,0,7,8.99,paypal,1,4.0,0
CU800611,2025-04-25,54,West,Standard,14.99,5,2.9,1,3,0,10,14.99,paypal,0,1.0,0
CU800198,2024-05-20,30,West,Premium,19.99,1,7.6,2,4,0,3,23.49,card,1,4.0,0
CU801137,2023-08-04,39,North,Basic,8.99,19,11.0,2,4,0,17,12.49,paypal,1,,0
CU801888,2023-07-04,34,East,Standard,14.99,8,6.3,2,4,1,9,14.99,applepay,0,5.0,0
CU800809,2025-01-24,56,West,Basic,8.99,9,10.4,2,4,1,3,8.99,applepay,1,3.0,0
CU801136,2023-06-24,32,North,Standard,14.99,12,5.4,2,3,1,5,14.99,card,1,5.0,0
CU801508,2024-11-07,39,North,Premium,19.99,9,3.0,1,4,2,7,23.49,paypal,1,3.0,0
CU801587,2025-03-26,17,South,Basic,8.99,13,3.1,3,3,0,22,12.49,paypal,1,3.0,0
CU802188,2023-11-09,51,West,Standard,14.99,22,1.6,3,6,0,17,14.99,card,1,3.0,1
CU802542,2024-09-17,54,West,Standard,14.99,29,4.1,1,2,2,1,18.49,card,1,5.0,0
CU801522,2022-10-05,43,East,Standard,14.99,4,10.8,1,1,0,9,14.99,card,1,5.0,0
CU802439,2023-05-14,55,South,Standard,14.99,33,9.2,4,3,0,22,18.49,paypal,0,1.0,0
CU802399,2024-02-27,16,east,Standard,14.99,2,8.7,1,5,1,6,14.99,card,1,3.0,0
CU802460,2024-05-22,38,West,Standard,14.99,22,11.9,3,3,1,40,14.99,applepay,1,1.0,0
CU801514,2022-03-26,48,North,Premium,19.99,16,4.9,3,2,1,1,19.99,card,1,1.0,0
CU800172,2022-04-20,20,South,Standard,14.99,23,1.6,2,4,0,0,14.99,giftcard,1,4.0,0
CU802504,2022-06-30,16,East,Standard,14.99,20,8.9,1,3,1,11,14.99,applepay,1,4.0,0
CU800457,2024-06-26,53,West,Premium,19.99,14,8.7,3,4,0,0,19.99,card,1,3.0,0
CU801868,2022-10-20,42,West,Standard,14.99,26,6.3,4,5,1,9,14.99,card,1,4.0,0
CU802037,2023-03-27,51,East,Basic,8.99,6,13.2,3,2,0,12,15.99,card,0,3.0,1
CU800938,2022-08-22,40,North,Standard,14.99,18,7.9,1,2,2,0,14.99,card,0,5.0,0
CU801365,2022-05-26,53,South,Basic,8.99,16,1.0,1,4,1,0,8.99,applepay,1,4.0,0
CU801951,2023-09-03,19,North,Basic,8.99,50,4.1,2,4,2,10,8.99,card,1,1.0,0
CU800885,2023-10-21,16,south,Standard,14.99,2,0.4,4,3,1,5,14.99,card,1,4.0,0
CU800326,2023-03-01,34,South,Premium,19.99,8,16.0,3,3,1,38,23.49,card,1,3.0,0
CU801450,2023-12-27,34,East,Basic,8.99,1,5.2,1,3,0,4,12.49,applepay,0,5.0,0
CU800890,2023-08-15,50,West,Basic,8.99,30,1.4,4,1,0,0,8.99,card,1,3.0,0
CU800184,2025-04-27,52,South,Basic,8.99,29,0.6,4,4,0,2,12.49,paypal,1,4.0,0
CU800816,2022-09-25,36,East,Basic,8.99,10,3.4,4,5,0,0,8.99,card,1,4.0,0
CU802313,2025-03-26,31,South,Standard,14.99,23,5.7,2,2,1,5,14.99,applepay,0,5.0,0
CU800378,2023-10-04,45,West,Standard,14.99,32,4.5,3,5,0,5,18.49,card,1,1.0,1
CU800506,2025-01-01,19,South,Basic,8.99,21,8.9,5,5,1,11,8.99,paypal,0,3.0,1
CU800799,2024-02-25,44,South,Basic,8.99,22,0.9,5,4,1,0,8.99,card,1,5.0,0
CU801691,2023-07-25,61,South,Standard,14.99,6,10.4,5,3,0,2,18.49,applepay,1,1.0,0
CU802432,2022-02-15,48,South,Premium,19.99,6,6.5,5,1,2,4,19.99,card,1,4.0,0
CU802110,2023-02-20,44,East,Premium,19.99,18,1.7,3,2,0,7,19.99,giftcard,1,3.0,0
CU801458,2022-11-14,46,North,Standard,14.99,5,8.8,4,2,1,18,21.99,paypal,0,4.0,1
CU800072,2024-10-22,54,North,Standard,14.99,17,5.5,3,4,0,0,14.99,card,1,4.0,0
CU801444,2024-05-31,43,East,Basic,8.99,5,4.8,3,5,0,20,12.49,card,0,3.0,0
CU801192,2024-01-16,21,South,Basic,8.99,3,,1,3,1,3,12.49,card,1,5.0,1
CU800335,2024-06-04,32,North,Standard,14.99,20,12.1,2,5,0,6,18.49,card,1,4.0,0
CU800066,2024-02-27,38,West,Standard,14.99,19,4.4,4,5,0,2,18.49,applepay,1,4.0,1
CU800199,2024-04-08,45,West,Standard,14.99,15,3.7,4,4,1,14,18.49,paypal,1,3.0,1
CU802093,2022-07-16,22,North,Standard,14.99,9,3.8,3,3,1,5,14.99,card,0,5.0,0
CU801627,2024-04-28,43,South,Standard,14.99,2,3.1,3,5,0,0,14.99,applepay,1,1.0,0
CU802549,2023-09-09,41,East,Standard,14.99,45,5.6,1,4,1,6,14.99,paypal,1,4.0,0
CU800624,2023-11-05,22,South,Premium,19.99,47,8.0,4,5,0,1,23.49,card,1,3.0,0
